Website,Title,word_count
AWS,Migrate On-Premises MySQL Data to Amazon RDS (and back),3801
AWS,"EC2 Spot Instance Updates – Auto Scaling and CloudFormation Integration, New Sample App",6649
AWS,"SAP on AWS Update – Customer Case Studies, Scale-Up, Scale-Out, and More",4809
AWS,AWS Summits for 2013 – Coming Soon to a City Near You,1135
AWS,AWS Elastic Load Balancing: Support for SSL Termination,1257
AWS,A Few Cool Things,58
AWS,Third-Party AWS Tracking Sites,1150
AWS,"AWS Week In Review – April 16, 2012",276
AWS,"AWS Expansion – WorkSpaces, Directory Service, ElastiCache, GovCloud, Kinesis, Traditional Chinese, More",244
AWS,AWS Marketplace Update – Support for ISVs Based in the EU,1314
AWS,Amazon at the Microsoft Professional Developers Conference,224
AWS,Amazon DynamoDB – Support for Binary Data,1666
AWS,New – Amazon EC2 R6id Instances with NVMe Local Instance Storage of up to 7.6 TB,2023
AWS,The AWS CISO on AWS Security,782
AWS,The AWS Report – Nihar Bihani Talks about Amazon CloudFront,681
AWS,In the Works – AWS Region in Spain,3131
AWS,News from ETech,806
AWS,"Amazon RDS Update – Share Encrypted Snapshots, Encrypt Existing Instances",2452
AWS,New – IPv6 Support for EC2 Instances in Virtual Private Clouds,3675
AWS,New – SaaS Subscriptions on AWS Marketplace,978
AWS,New – Attribute-Based Access Control with AWS Single Sign-On,6270
AWS,Amazon Elastic File System Update – Sub-Millisecond Read Latency,2448
AWS,Amazon Rekognition Update – Estimated Age Range for Faces,1785
AWS,Amazon RDS for SQL Server – Support for Native Backup/Restore to Amazon S3,2849
AWS,"AWS Week in Review – September 30, 2013",164
AWS,TicTap Contextual Ads,811
AWS,"White Paper on ‘Cloud Architectures’ and Best Practices of Amazon S3, EC2, SimpleDB, SQS",4430
AWS,Adventures in Scaling in Changing Times,7010
AWS,Lightsail Containers: An Easy Way to Run your Containers in the Cloud,10326
AWS,re:Invent 2020 Liveblog: Werner Vogels Keynote,15444
AWS,Modulus – Scalable Hosting of Node.js Apps With MongoDB Support,2418
AWS,Amazon SQS – New Dead Letter Queue,3296
AWS,AWS Cloud Development Kit (CDK) – Java and .NET are Now Generally Available,5150
AWS,Using SOAPSonar to Provision Amazon Elastic Compute Cloud,734
AWS,Happy Thanksgiving!,259
AWS,New – Infrequent Access Storage Class for Amazon Elastic File System (EFS),3652
AWS,"AWS Webinars – August, 2016",743
AWS,Learn about AWS – October AWS Online Tech Talks,4900
AWS,"AWS Week in Review – September 6, 2014",164
AWS,From Raspberry Pi to Supercomputers to the Cloud: The Linux Operating System,5760
AWS,Amazon RDS: MySQL 5.5 Now Available,1361
AWS,Web 2.0 Show Interviews Amazon’s Jeff Barr,237
AWS,SOASTA – Load Testing From the Cloud,1186
AWS,Scalable Session Handling in PHP Using Amazon DynamoDB,4825
AWS,AWS CloudFormation Update – Public Coverage Roadmap & CDK Goodies,2412
AWS,Out of This World Cloud Computing at QCon in San Francisco,1283
AWS,AWS Technical Notes,255
AWS,Welcome to the Serverless-First Function Virtual Events,1013
AWS,Just-in-time VPN access with an AWS IoT button,6043
AWS,More Bits for Your Money – AWS Bandwidth Pricing Reduced,1226
AWS,Now Open – AWS Europe (Stockholm) Region,4418
AWS,Amazon CloudFront Object TTL Slashed!,716
AWS,"Introducing Amazon Kinesis Data Analytics Studio – Quickly Interact with Streaming Data Using SQL, Python, or Scala",9896
AWS,Amazon S3 Intelligent-Tiering – Improved Cost Optimizations for Short-Lived and Small Objects,2941
AWS,How Grillo Built a Low-Cost Earthquake Early Warning System on AWS,4906
AWS,Amazon CloudSearch – Even Better Searching for Less Than $100/Month,9098
AWS,"Amazon SageMaker Now Supports Additional Instance Types, Local Mode, Open Sourced Containers, MXNet and Tensorflow Updates",2454
AWS,Coming Soon – Global Secondary Indexes for Amazon DynamoDB,988
AWS,Build an Android App and Submit it to the Amazon Appstore for Android; Get $50 AWS Credit,908
AWS,Introducing the Amazon Simple Email Service,6231
AWS,New for AWS Lambda – Container Image Support,9667
AWS,New Microsoft System Center Virtual Machine Manager Add-In,1913
AWS,Amazon Transcribe Now Generally Available,2557
AWS,New – GPU-Powered Amazon Graphics WorkSpaces,4310
AWS,"New SimpleDB Goodies: Enhanced Select, Larger Result Sets, Mandatory HTTPS",864
AWS,"AWS Week in Review – May 20, 2013",164
AWS,Monday Links,60
AWS,Amazon Pinpoint Launches Two-Way Text Messaging,1677
AWS,It’s Not Always About Money,1175
AWS,Welcome to AWS Pi Day 2022,4234
AWS,"AWS FedRAMP ATO: Difficult to Achieve, Easily Misunderstood, Valuable to All AWS Customers",3448
AWS,AWS Firewall Manager Update – Support for VPC Security Groups,3833
AWS,"Machine Learning, Recommendation Systems, and Data Analysis at Cloud Academy",7013
AWS,"AWS Podcasts – Legion Analytics, Bohemian Guitars, Remind, Remeeting",3711
AWS,AWS Data Transfer Price Reductions – Up to 34% (Japan) and 28% (Australia),1833
AWS,New Amazon S3 Storage Class – Glacier Deep Archive,5102
AWS,The AWS Cloud Goes Underground at re:Invent,2484
AWS,Spring Conference Calendar,300
AWS,"AWS Week in Review – September 3, 2012",107
AWS,Amazon EC2 Update – X1e Instances in Five More Sizes and a Stronger SLA,1447
AWS,Natural Language Processing at Clemson University – 1.1 Million vCPUs & EC2 Spot Instances,4906
AWS,Four New Articles in the Resource Center,306
AWS,T2 Unlimited – Going Beyond the Burst with High Performance,4525
AWS,Amazon CloudFront: Another Edge Location and Private Streamed Content,1415
AWS,Amazon S3 Glacier Price Reduction,1826
AWS,Launch: AWS Elastic Beanstalk launches support for Custom Platforms,7920
AWS,Amazon Zocalo Update – Shared Folder Syncing,2003
AWS,AWS OpsWorks With Amazon RDS,2342
AWS,The AWS Report – David Rocamora of Controlgroup,720
AWS,Happy 4th Birthday Amazon EC2,1958
AWS,Congratulations to the Winners of the 2012 AWS Start-Up Challenge,661
AWS,896 GPU cores per instance: Now available in Ireland and VPC,1148
AWS,Build 3D Streaming Applications with EC2’s New G2 Instance Type,6273
AWS,AWS Summer Startups: Discovr,1381
AWS,"AWS Week in Review – April 11, 2016",458
AWS,"AWS Week In Review – July 18, 2022",7621
AWS,Home Theater Toughts,163
AWS,Running Couchbase on AWS – New White Paper,819
AWS,More EC2 Beta Slots Available – Get Yours Now!,556
AWS,Amazon MQ – Managed Message Broker Service for ActiveMQ,3632
AWS,"AWS Hot Startups – November 2016 – AwareLabs, Doctor On Demand, Starling Bank, and VigLink",6388
AWS,Getting Ready for the AWS Quest Finale on Twitch,1565
AWS,New- AWS IoT Device Management,3149
AWS,A True Bollywood Tale,2034
AWS,"AWS Week in Review – April 11, 2022",6790
AWS,Amazon Lightsail Update – 9 More Regions and Global Console,2153
AWS,"AWS Week in Review – February 9, 2015",196
AWS,New – AWS Data Exchange for Amazon Redshift,4880
AWS,New – VPC Endpoints for DynamoDB,2473
AWS,"Podcast Interview: Dominic DaSilva, Author of jSh3ll",268
AWS,"AWS Week in Review – July 1, 2013",164
AWS,Castingwords.com – New Mechanical Turk Requester,1109
AWS,Amazon SNS Update – Large Topics and MPNS Authenticated Mode,2352
AWS,Export Amazon Mobile Analytics to Redshift Automatically,3743
AWS,New Amazon CloudFront Feature: Private Content,1648
AWS,The AWS Report – Russ Dietz of SafeNet,294
AWS,"AWS Week in Review – June 2, 2014",424
AWS,Announcing AWS Graviton2 Support for AWS Fargate – Get up to 40% Better Price-Performance for Your Serverless Containers,5972
AWS,VPC Flow Logs – Log and View Network Traffic Flows,3032
AWS,"AWS Week in Review – November 2, 2015",292
AWS,Amplify Flutter is Now Generally Available: Build Beautiful Cross-Platform Apps,4166
AWS,New AWS Developer Training in Collaboration with edX.org,2982
AWS,"AWS Links – Wednesday, January 7, 2009",4228
AWS,AWS European Tour – May 2006,1244
AWS,"Avoid the Crunch, go Web-Scale",1412
AWS,"AWS Week in Review – October 21, 2013",164
AWS,Amazon S3 Storage Price Reduction (24 to 28%),1165
AWS,"Facebook Developer Update: Meet RootMusic, Funzio, and 50Cubes",5753
AWS,"New – AWS PrivateLink for AWS Services: Kinesis, Service Catalog, EC2 Systems Manager, Amazon EC2 APIs, and ELB APIs in your VPC",4845
AWS,Jollat – Cross-Platform AWS Manager Client,742
AWS,Enable Single Sign-On to the AWS Management Console via Shibboleth,2728
AWS,Amazon RDS for Oracle Database – Now Starting at $30/Month,705
AWS,Amazon RDS Proxy for Scalable Serverless Applications – Now Generally Available,5604
AWS,Make Money Fast – Introducing Amazon DevPay,4806
AWS,"AWS IAM Now Supports Amazon, Facebook, and Google Identity Federation",5162
AWS,AWS Config Rules – Dynamic Compliance Checking for Cloud Resources,5465
AWS,Live Blogging Experiment Results – Sitening.com,920
AWS,New EBS Encryption for Additional Data Protection,2809
AWS,GigaSpaces XAP – Now on Amazon EC2,1621
AWS,"AWS Week in Review – June 11, 2012",108
AWS,AWS Summer Startups: Yottaa,4171
AWS,New – Amazon EC2 R6a Instances Powered by 3rd Gen AMD EPYC Processors for Memory-Intensive Workloads,1683
AWS,Larger Payloads (256 KB) for Amazon SQS and SNS,711
AWS,Streaming Real-time Data into an S3 Data Lake at MeetMe,8144
AWS,New – Hibernate Your EC2 Instances,4762
AWS,vkVoice – Text to Speech using Mechanical Turk,590
AWS,"New Version of Bungee Connect, with Amazon FPS Support",1407
AWS,"AWS MGN Update – Configure DR, Convert CentOS Linux to Rocky Linux, and Convert SUSE Linux Subscription",3928
AWS,"AWS Week in Review – February 4, 2013",164
AWS,EC2 Instance Status Monitoring,4029
AWS,"That’s Flexibility, Baby!",2432
AWS,AWS Marketplace – Support for Red Hat Enterprise Linux (RHEL),1339
AWS,New – A Shared File System for Your Lambda Functions,16009
AWS,AWS Zone Updated,818
AWS,How to Use the New CloudWatch User-Defined Metrics Feature With PHP,3446
AWS,"Machine Learning-Powered Amazon Connect, Now With Call Summarization",5559
AWS,Amazon RDS Update – Cross-Account Snapshot Sharing,1713
AWS,Reminder: Talis Library Mashup Contest,301
AWS,Identity and Access Management for the AWS Marketplace,3926
AWS,AWS Chatbot – ChatOps for Slack and Amazon Chime,2910
AWS,Demonstrate your AWS Cloud Storage knowledge and skills with new digital badges!,3640
AWS,Deadline 10 – Launch a Rendering Fleet in AWS,2984
AWS,EC2 Price Reduction – For EC2 Instance Saving Plans and Standard Reserved Instances,1462
AWS,"AWS Week in Review – December 14, 2015",345
AWS,Collection of 249 Web Services Articles,67
AWS,Meeting for Amazon Associates in Munich,712
AWS,What’s New in AWS Security: Vulnerability Reporting and Penetration Testing,2199
AWS,Amazon Simple Notification Service Now Supports SMS,1131
AWS,SimpleDB Developments,1752
AWS,"Oscar Health – A new Kind of Health Insurance Company, Powered by AWS",4860
AWS,New AWS Public Data Set – Real-Time and Archived NEXRAD Weather Data,3706
AWS,"Powerful AWS Platform Features, Now for Containers",6069
AWS,Zollage – Amazon Products Create a Collage,501
AWS,"AWS Week in Review – October 31, 2016",550
AWS,Cirrhus9 Cloud Adoption Webinar – May 28th,493
AWS,"New Features for Amazon EC2: Elastic Load Balancing, Auto Scaling, and Amazon CloudWatch",4531
AWS,Tradier – A Brokerage Cloud Running on AWS and NASDAQ FinQloud,1802
AWS,Additional Reserved Instance Options for Amazon EC2,5413
AWS,Amazon DynamoDB – Features to Power Your Enterprise,5368
AWS,"Amazon SNS Mobile Push Update – Support for Baidu Cloud Push (China), MPNS, and WNS",2928
AWS,Geographic Restriction with Amazon CloudFront,3070
AWS,Summer Startups: Sportaneous,3809
AWS,SIOS CloudStation – Cloud-Powered High Availability and Disaster Recovery,1728
AWS,Meet the Newest AWS Heroes (September 2018 Edition),3353
AWS,Boost your infrastructure with the AWS CDK,5321
AWS,AWS Events for July 2011,132
AWS,Amazon DevCon – Bjorn Freeman-Benson,6499
AWS,Store and Monitor OS & Application Log Files with Amazon CloudWatch,5782
AWS,New – Amazon EventBridge Schema Registry is Now Generally Available,4478
AWS,Thank You Splunk – We’re Happy to be Your Alliance Partner,977
AWS,re:Invent Recap – Announcements to Boost Enterprise Innovation with Windows,7158
AWS,Scientific / Academic / Non-Profit Poster Session at AWS re:Invent,1524
AWS,AWS Public IP Address Ranges Now Available in JSON Form,1408
AWS,Amazon EC2 Crosses the Atlantic,1896
AWS,New – Real-User Monitoring for Amazon CloudWatch,4795
AWS,AWS PrivateLink Update – VPC Endpoints for Your Own Applications & Services,5203
AWS,London Calling,1403
AWS,Trusted Advisor Update – New Checks and New CloudTrail Regions,1127
AWS,Building Powerful Web Applications in the AWS Cloud: A Love Story,3845
AWS,AWS Identity and Access Management Users Can Now Log in to the AWS Management Console,1494
AWS,AWS Events for May 2011,163
AWS,"AWS For High Performance Cloud Computing – NASA, MATLAB",3303
AWS,AWS Start-Up Challenge 2011 Finalists and Semi-Finalists,9005
AWS,Demo: SAP HANA One on AWS,2734
AWS,"AWS Week in Review – April 21, 2014",165
AWS,Amazon CloudWatch launches Alarms on Dashboards,9740
AWS,AWS Management Console Support for DB Engine Version Management,513
AWS,Bits For Sale – The New Amazon S3 Requester Pays Model,2054
AWS,How Tokyu Hands Architected a Cost-Effective Shopping System with Amazon DynamoDB,6799
AWS,"Announcing the AWS Start-Up Challenge – Win $100,000 in Prizes",337
AWS,"AWS Week in Review – July 13, 2015",336
AWS,AWS IoT SiteWise – Now Generally Available,5860
AWS,Audio Support for the Amazon Elastic Transcoder,1478
AWS,How Collections Work in the AWS SDK for Ruby,4148
AWS,Meet me in Provo Next Week!,353
AWS,re:Invent 2020 Liveblog: Infrastructure Keynote,11717
AWS,New Mechanical Turk Categorization App,1885
AWS,Amazon Route 53 – The AWS Domain Name Service,3439
AWS,A New ISV Business Model,1102
AWS,AWS Lambda Functions Powered by AWS Graviton2 Processor – Run Your Functions on Arm and Get Up to 34% Better Price Performance,11652
AWS,New Mechanical Turk Blog,458
AWS,Getting Ready for AWS re:Invent 2017,2863
AWS,"22 New Languages And Variants, 6 New Regions For Amazon Translate",6679
AWS,Amazon Elastic MapReduce – Now Even Stretchier!,982
AWS,BuildforCOVID19 Global Online Hackathon,913
